"Gene.stable.ID"	"Transcript.stable.ID"	"Gene.name"	"Zebrafish.gene.stable.ID"	"Zebrafish.gene.name"
"51470"	"ENSG00000171051"	"ENST00000304748"	"FPR1"	""	""
"51471"	"ENSG00000171051"	"ENST00000600815"	"FPR1"	""	""
"51472"	"ENSG00000171051"	"ENST00000594900"	"FPR1"	""	""
"51536"	"ENSG00000165646"	"ENST00000298472"	"SLC18A2"	""	""
"51537"	"ENSG00000165646"	"ENST00000497497"	"SLC18A2"	""	""
"51538"	"ENSG00000165646"	"ENST00000644641"	"SLC18A2"	""	""
"51623"	"ENSG00000171049"	"ENST00000600258"	"FPR2"	""	""
"51624"	"ENSG00000171049"	"ENST00000340023"	"FPR2"	""	""
"51625"	"ENSG00000171049"	"ENST00000599326"	"FPR2"	""	""
"51626"	"ENSG00000171049"	"ENST00000598953"	"FPR2"	""	""
"51627"	"ENSG00000171049"	"ENST00000598776"	"FPR2"	""	""
"51628"	"ENSG00000171049"	"ENST00000600722"	"FPR2"	""	""
"51997"	"ENSG00000277355"	"ENST00000613442"	"KIR2DL4"	""	""
"51998"	"ENSG00000277355"	"ENST00000620905"	"KIR2DL4"	""	""
"52137"	"ENSG00000110245"	"ENST00000433777"	"APOC3"	""	""
"52138"	"ENSG00000110245"	"ENST00000227667"	"APOC3"	""	""
"52139"	"ENSG00000110245"	"ENST00000375345"	"APOC3"	""	""
"52140"	"ENSG00000110245"	"ENST00000470144"	"APOC3"	""	""
"52141"	"ENSG00000110245"	"ENST00000630701"	"APOC3"	""	""
"52274"	"ENSG00000112799"	"ENST00000379953"	"LY86"	"ENSDARG00000090649"	"ly86"
"52275"	"ENSG00000112799"	"ENST00000230568"	"LY86"	"ENSDARG00000090649"	"ly86"
"52608"	"ENSG00000102265"	"ENST00000218388"	"TIMP1"	""	""
"52609"	"ENSG00000102265"	"ENST00000456754"	"TIMP1"	""	""
"52610"	"ENSG00000102265"	"ENST00000377017"	"TIMP1"	""	""
"52611"	"ENSG00000102265"	"ENST00000441738"	"TIMP1"	""	""
"52612"	"ENSG00000102265"	"ENST00000445623"	"TIMP1"	""	""
"52783"	"ENSG00000101680"	"ENST00000389658"	"LAMA1"	"ENSDARG00000102277"	"lama1"
"52784"	"ENSG00000101680"	"ENST00000492048"	"LAMA1"	"ENSDARG00000102277"	"lama1"
"52785"	"ENSG00000101680"	"ENST00000488064"	"LAMA1"	"ENSDARG00000102277"	"lama1"
"52786"	"ENSG00000101680"	"ENST00000579014"	"LAMA1"	"ENSDARG00000102277"	"lama1"
"52787"	"ENSG00000101680"	"ENST00000488089"	"LAMA1"	"ENSDARG00000102277"	"lama1"
"52788"	"ENSG00000101680"	"ENST00000490190"	"LAMA1"	"ENSDARG00000102277"	"lama1"
"52789"	"ENSG00000101680"	"ENST00000484335"	"LAMA1"	"ENSDARG00000102277"	"lama1"
"52790"	"ENSG00000101680"	"ENST00000585178"	"LAMA1"	"ENSDARG00000102277"	"lama1"
"52791"	"ENSG00000101680"	"ENST00000638611"	"LAMA1"	"ENSDARG00000102277"	"lama1"
"52904"	"ENSG00000237808"	"ENST00000470233"	"NCR3"	""	""
"52905"	"ENSG00000237808"	"ENST00000498490"	"NCR3"	""	""
"52906"	"ENSG00000237808"	"ENST00000447248"	"NCR3"	""	""
"52907"	"ENSG00000237808"	"ENST00000433654"	"NCR3"	""	""
"52908"	"ENSG00000237808"	"ENST00000418936"	"NCR3"	""	""
"52909"	"ENSG00000237808"	"ENST00000420485"	"NCR3"	""	""
"52910"	"ENSG00000237808"	"ENST00000488139"	"NCR3"	""	""
"52953"	"ENSG00000205809"	"ENST00000535069"	"KLRC2"	""	""
"52954"	"ENSG00000205809"	"ENST00000381902"	"KLRC2"	""	""
"52955"	"ENSG00000205809"	"ENST00000536833"	"KLRC2"	""	""
"52956"	"ENSG00000205809"	"ENST00000537017"	"KLRC2"	""	""
"52957"	"ENSG00000205809"	"ENST00000381901"	"KLRC2"	""	""
"52958"	"ENSG00000205809"	"ENST00000619500"	"KLRC2"	""	""
"53207"	"ENSG00000134545"	"ENST00000536188"	"KLRC1"	""	""
"53208"	"ENSG00000134545"	"ENST00000359151"	"KLRC1"	""	""
"53209"	"ENSG00000134545"	"ENST00000408006"	"KLRC1"	""	""
"53210"	"ENSG00000134545"	"ENST00000347831"	"KLRC1"	""	""
"53211"	"ENSG00000134545"	"ENST00000543893"	"KLRC1"	""	""
"53212"	"ENSG00000134545"	"ENST00000537699"	"KLRC1"	""	""
"53213"	"ENSG00000134545"	"ENST00000544822"	"KLRC1"	""	""
"53259"	"ENSG00000275732"	"ENST00000616375"	"KIR2DL4"	""	""
"53260"	"ENSG00000275732"	"ENST00000620369"	"KIR2DL4"	""	""
"53782"	"ENSG00000276820"	"ENST00000616175"	"KIR2DL1"	""	""
"53785"	"ENSG00000157551"	"ENST00000472602"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53786"	"ENSG00000157551"	"ENST00000549158"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53787"	"ENSG00000157551"	"ENST00000549805"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53788"	"ENSG00000157551"	"ENST00000547341"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53789"	"ENSG00000157551"	"ENST00000549932"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53790"	"ENSG00000157551"	"ENST00000547595"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53791"	"ENSG00000157551"	"ENST00000548700"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53792"	"ENSG00000157551"	"ENST00000551422"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53793"	"ENSG00000157551"	"ENST00000398925"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53794"	"ENSG00000157551"	"ENST00000398928"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53795"	"ENSG00000157551"	"ENST00000328656"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53796"	"ENSG00000157551"	"ENST00000443341"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53797"	"ENSG00000157551"	"ENST00000417042"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53798"	"ENSG00000157551"	"ENST00000398938"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53799"	"ENSG00000157551"	"ENST00000398932"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53800"	"ENSG00000157551"	"ENST00000438657"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53801"	"ENSG00000157551"	"ENST00000398930"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53802"	"ENSG00000157551"	"ENST00000398927"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53803"	"ENSG00000157551"	"ENST00000419868"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53804"	"ENSG00000157551"	"ENST00000398934"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53805"	"ENSG00000157551"	"ENST00000612702"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"53806"	"ENSG00000157551"	"ENST00000613499"	"KCNJ15"	"ENSDARG00000058988"	"KCNJ15"
"54029"	"ENSG00000183024"	"ENST00000328890"	"OR1G1"	""	""
"54187"	"ENSG00000150281"	"ENST00000279804"	"CTF1"	""	""
"54188"	"ENSG00000150281"	"ENST00000395019"	"CTF1"	""	""
"54282"	"ENSG00000102174"	"ENST00000379374"	"PHEX"	"ENSDARG00000062363"	"phex"
"54283"	"ENSG00000102174"	"ENST00000475778"	"PHEX"	"ENSDARG00000062363"	"phex"
"54363"	"ENSG00000162344"	"ENST00000294312"	"FGF19"	"ENSDARG00000098663"	"fgf19"
"54385"	"ENSG00000276336"	"ENST00000621348"	"SCARF1"	""	""
"54386"	"ENSG00000276336"	"ENST00000631462"	"SCARF1"	""	""
"54387"	"ENSG00000276336"	"ENST00000632694"	"SCARF1"	""	""
"54388"	"ENSG00000276336"	"ENST00000632317"	"SCARF1"	""	""
"54389"	"ENSG00000276336"	"ENST00000633740"	"SCARF1"	""	""
"54390"	"ENSG00000276336"	"ENST00000633707"	"SCARF1"	""	""
"54391"	"ENSG00000276336"	"ENST00000632940"	"SCARF1"	""	""
"54392"	"ENSG00000276336"	"ENST00000633300"	"SCARF1"	""	""
"54393"	"ENSG00000276336"	"ENST00000616905"	"SCARF1"	""	""
"54755"	"ENSG00000075388"	"ENST00000168712"	"FGF4"	"ENSDARG00000105230"	"fgf4"
"54756"	"ENSG00000075388"	"ENST00000538040"	"FGF4"	"ENSDARG00000105230"	"fgf4"
"54780"	"ENSG00000186895"	"ENST00000334134"	"FGF3"	"ENSDARG00000101540"	"fgf3"
"54781"	"ENSG00000186895"	"ENST00000646078"	"FGF3"	"ENSDARG00000101540"	"fgf3"
"55313"	"ENSG00000197081"	"ENST00000356956"	"IGF2R"	"ENSDARG00000006094"	"igf2r"
"55314"	"ENSG00000197081"	"ENST00000464636"	"IGF2R"	"ENSDARG00000006094"	"igf2r"
"55315"	"ENSG00000197081"	"ENST00000487607"	"IGF2R"	"ENSDARG00000006094"	"igf2r"
"55316"	"ENSG00000197081"	"ENST00000475834"	"IGF2R"	"ENSDARG00000006094"	"igf2r"
"55317"	"ENSG00000197081"	"ENST00000475584"	"IGF2R"	"ENSDARG00000006094"	"igf2r"
"55672"	"ENSG00000113520"	"ENST00000231449"	"IL4"	""	""
"55673"	"ENSG00000113520"	"ENST00000350025"	"IL4"	""	""
"55674"	"ENSG00000113520"	"ENST00000495905"	"IL4"	""	""
"55675"	"ENSG00000113520"	"ENST00000622422"	"IL4"	""	""
"55776"	"ENSG00000243509"	"ENST00000369996"	"TNFRSF6B"	"ENSDARG00000098377"	"tnfrsf11b"
"55786"	"ENSG00000091409"	"ENST00000412899"	"ITGA6"	"ENSDARG00000069946"	"itga6b"
"55787"	"ENSG00000091409"	"ENST00000409532"	"ITGA6"	"ENSDARG00000069946"	"itga6b"
"55788"	"ENSG00000091409"	"ENST00000264107"	"ITGA6"	"ENSDARG00000069946"	"itga6b"
"55789"	"ENSG00000091409"	"ENST00000442250"	"ITGA6"	"ENSDARG00000069946"	"itga6b"
"55790"	"ENSG00000091409"	"ENST00000458358"	"ITGA6"	"ENSDARG00000069946"	"itga6b"
"55791"	"ENSG00000091409"	"ENST00000409080"	"ITGA6"	"ENSDARG00000069946"	"itga6b"
"55792"	"ENSG00000091409"	"ENST00000497107"	"ITGA6"	"ENSDARG00000069946"	"itga6b"
"55793"	"ENSG00000091409"	"ENST00000416789"	"ITGA6"	"ENSDARG00000069946"	"itga6b"
"55794"	"ENSG00000091409"	"ENST00000469534"	"ITGA6"	"ENSDARG00000069946"	"itga6b"
"55795"	"ENSG00000091409"	"ENST00000470259"	"ITGA6"	"ENSDARG00000069946"	"itga6b"
"55796"	"ENSG00000091409"	"ENST00000475302"	"ITGA6"	"ENSDARG00000069946"	"itga6b"
"55797"	"ENSG00000091409"	"ENST00000412899"	"ITGA6"	"ENSDARG00000056018"	"itga6l"
"55798"	"ENSG00000091409"	"ENST00000409532"	"ITGA6"	"ENSDARG00000056018"	"itga6l"
"55799"	"ENSG00000091409"	"ENST00000264107"	"ITGA6"	"ENSDARG00000056018"	"itga6l"
"55800"	"ENSG00000091409"	"ENST00000442250"	"ITGA6"	"ENSDARG00000056018"	"itga6l"
"55801"	"ENSG00000091409"	"ENST00000458358"	"ITGA6"	"ENSDARG00000056018"	"itga6l"
"55802"	"ENSG00000091409"	"ENST00000409080"	"ITGA6"	"ENSDARG00000056018"	"itga6l"
"55803"	"ENSG00000091409"	"ENST00000497107"	"ITGA6"	"ENSDARG00000056018"	"itga6l"
"55804"	"ENSG00000091409"	"ENST00000416789"	"ITGA6"	"ENSDARG00000056018"	"itga6l"
"55805"	"ENSG00000091409"	"ENST00000469534"	"ITGA6"	"ENSDARG00000056018"	"itga6l"
"55806"	"ENSG00000091409"	"ENST00000470259"	"ITGA6"	"ENSDARG00000056018"	"itga6l"
"55807"	"ENSG00000091409"	"ENST00000475302"	"ITGA6"	"ENSDARG00000056018"	"itga6l"
"55808"	"ENSG00000091409"	"ENST00000412899"	"ITGA6"	"ENSDARG00000042282"	"itga6a"
"55809"	"ENSG00000091409"	"ENST00000409532"	"ITGA6"	"ENSDARG00000042282"	"itga6a"
"55810"	"ENSG00000091409"	"ENST00000264107"	"ITGA6"	"ENSDARG00000042282"	"itga6a"
"55811"	"ENSG00000091409"	"ENST00000442250"	"ITGA6"	"ENSDARG00000042282"	"itga6a"
"55812"	"ENSG00000091409"	"ENST00000458358"	"ITGA6"	"ENSDARG00000042282"	"itga6a"
"55813"	"ENSG00000091409"	"ENST00000409080"	"ITGA6"	"ENSDARG00000042282"	"itga6a"
"55814"	"ENSG00000091409"	"ENST00000497107"	"ITGA6"	"ENSDARG00000042282"	"itga6a"
"55815"	"ENSG00000091409"	"ENST00000416789"	"ITGA6"	"ENSDARG00000042282"	"itga6a"
"55816"	"ENSG00000091409"	"ENST00000469534"	"ITGA6"	"ENSDARG00000042282"	"itga6a"
"55817"	"ENSG00000091409"	"ENST00000470259"	"ITGA6"	"ENSDARG00000042282"	"itga6a"
"55818"	"ENSG00000091409"	"ENST00000475302"	"ITGA6"	"ENSDARG00000042282"	"itga6a"
"55819"	"ENSG00000091409"	"ENST00000412899"	"ITGA6"	"ENSDARG00000099348"	"CU469503.1"
"55820"	"ENSG00000091409"	"ENST00000409532"	"ITGA6"	"ENSDARG00000099348"	"CU469503.1"
"55821"	"ENSG00000091409"	"ENST00000264107"	"ITGA6"	"ENSDARG00000099348"	"CU469503.1"
"55822"	"ENSG00000091409"	"ENST00000442250"	"ITGA6"	"ENSDARG00000099348"	"CU469503.1"
"55823"	"ENSG00000091409"	"ENST00000458358"	"ITGA6"	"ENSDARG00000099348"	"CU469503.1"
"55824"	"ENSG00000091409"	"ENST00000409080"	"ITGA6"	"ENSDARG00000099348"	"CU469503.1"
"55825"	"ENSG00000091409"	"ENST00000497107"	"ITGA6"	"ENSDARG00000099348"	"CU469503.1"
"55826"	"ENSG00000091409"	"ENST00000416789"	"ITGA6"	"ENSDARG00000099348"	"CU469503.1"
"55827"	"ENSG00000091409"	"ENST00000469534"	"ITGA6"	"ENSDARG00000099348"	"CU469503.1"
"55828"	"ENSG00000091409"	"ENST00000470259"	"ITGA6"	"ENSDARG00000099348"	"CU469503.1"
"55829"	"ENSG00000091409"	"ENST00000475302"	"ITGA6"	"ENSDARG00000099348"	"CU469503.1"
"56702"	"ENSG00000134470"	"ENST00000435171"	"IL15RA"	""	""
"56703"	"ENSG00000134470"	"ENST00000379977"	"IL15RA"	""	""
"56704"	"ENSG00000134470"	"ENST00000534292"	"IL15RA"	""	""
"56705"	"ENSG00000134470"	"ENST00000532948"	"IL15RA"	""	""
"56706"	"ENSG00000134470"	"ENST00000379972"	"IL15RA"	""	""
"56707"	"ENSG00000134470"	"ENST00000528354"	"IL15RA"	""	""
"56708"	"ENSG00000134470"	"ENST00000447291"	"IL15RA"	""	""
"56709"	"ENSG00000134470"	"ENST00000379974"	"IL15RA"	""	""
"56710"	"ENSG00000134470"	"ENST00000532039"	"IL15RA"	""	""
"56711"	"ENSG00000134470"	"ENST00000397250"	"IL15RA"	""	""
"56712"	"ENSG00000134470"	"ENST00000379971"	"IL15RA"	""	""
"56713"	"ENSG00000134470"	"ENST00000397246"	"IL15RA"	""	""
"56714"	"ENSG00000134470"	"ENST00000530685"	"IL15RA"	""	""
"56715"	"ENSG00000134470"	"ENST00000397255"	"IL15RA"	""	""
"56716"	"ENSG00000134470"	"ENST00000429135"	"IL15RA"	""	""
"56717"	"ENSG00000134470"	"ENST00000453922"	"IL15RA"	""	""
"56718"	"ENSG00000134470"	"ENST00000525219"	"IL15RA"	""	""
"56719"	"ENSG00000134470"	"ENST00000397248"	"IL15RA"	""	""
"56720"	"ENSG00000134470"	"ENST00000622442"	"IL15RA"	""	""
"56721"	"ENSG00000134470"	"ENST00000620865"	"IL15RA"	""	""
"56722"	"ENSG00000134470"	"ENST00000620345"	"IL15RA"	""	""
"56723"	"ENSG00000134470"	"ENST00000397251"	"IL15RA"	""	""
"57836"	"ENSG00000011600"	"ENST00000587837"	"TYROBP"	"ENSDARG00000094894"	"tyrobp"
"57837"	"ENSG00000011600"	"ENST00000424586"	"TYROBP"	"ENSDARG00000094894"	"tyrobp"
"57838"	"ENSG00000011600"	"ENST00000585901"	"TYROBP"	"ENSDARG00000094894"	"tyrobp"
"57839"	"ENSG00000011600"	"ENST00000544690"	"TYROBP"	"ENSDARG00000094894"	"tyrobp"
"57840"	"ENSG00000011600"	"ENST00000262629"	"TYROBP"	"ENSDARG00000094894"	"tyrobp"
"57841"	"ENSG00000011600"	"ENST00000586946"	"TYROBP"	"ENSDARG00000094894"	"tyrobp"
"57842"	"ENSG00000011600"	"ENST00000588439"	"TYROBP"	"ENSDARG00000094894"	"tyrobp"
"57843"	"ENSG00000011600"	"ENST00000589517"	"TYROBP"	"ENSDARG00000094894"	"tyrobp"
"57844"	"ENSG00000011600"	"ENST00000585626"	"TYROBP"	"ENSDARG00000094894"	"tyrobp"
"57871"	"ENSG00000274669"	"ENST00000616408"	"LILRB1"	""	""
"57872"	"ENSG00000274669"	"ENST00000620642"	"LILRB1"	""	""
"57873"	"ENSG00000274669"	"ENST00000613713"	"LILRB1"	""	""
"57874"	"ENSG00000274669"	"ENST00000613145"	"LILRB1"	""	""
"57875"	"ENSG00000274669"	"ENST00000619093"	"LILRB1"	""	""
"57876"	"ENSG00000274669"	"ENST00000613782"	"LILRB1"	""	""
"57877"	"ENSG00000274669"	"ENST00000615558"	"LILRB1"	""	""
"57878"	"ENSG00000274669"	"ENST00000618520"	"LILRB1"	""	""
"57879"	"ENSG00000274669"	"ENST00000619094"	"LILRB1"	""	""
"57880"	"ENSG00000274669"	"ENST00000619395"	"LILRB1"	""	""
"57940"	"ENSG00000224639"	"ENST00000445788"	"C4B"	""	""
"58238"	"ENSG00000138039"	"ENST00000294954"	"LHCGR"	"ENSDARG00000026081"	"lhcgr"
"58239"	"ENSG00000138039"	"ENST00000405626"	"LHCGR"	"ENSDARG00000026081"	"lhcgr"
"58240"	"ENSG00000138039"	"ENST00000403273"	"LHCGR"	"ENSDARG00000026081"	"lhcgr"
"58241"	"ENSG00000138039"	"ENST00000401907"	"LHCGR"	"ENSDARG00000026081"	"lhcgr"
"58242"	"ENSG00000138039"	"ENST00000477576"	"LHCGR"	"ENSDARG00000026081"	"lhcgr"
"58243"	"ENSG00000138039"	"ENST00000428232"	"LHCGR"	"ENSDARG00000026081"	"lhcgr"
"58376"	"ENSG00000134363"	"ENST00000256759"	"FST"	"ENSDARG00000057992"	"fstb"
"58377"	"ENSG00000134363"	"ENST00000396947"	"FST"	"ENSDARG00000057992"	"fstb"
"58378"	"ENSG00000134363"	"ENST00000491717"	"FST"	"ENSDARG00000057992"	"fstb"
"58379"	"ENSG00000134363"	"ENST00000504226"	"FST"	"ENSDARG00000057992"	"fstb"
"58380"	"ENSG00000134363"	"ENST00000497789"	"FST"	"ENSDARG00000057992"	"fstb"
"58381"	"ENSG00000134363"	"ENST00000256759"	"FST"	"ENSDARG00000052846"	"fsta"
"58382"	"ENSG00000134363"	"ENST00000396947"	"FST"	"ENSDARG00000052846"	"fsta"
"58383"	"ENSG00000134363"	"ENST00000491717"	"FST"	"ENSDARG00000052846"	"fsta"
"58384"	"ENSG00000134363"	"ENST00000504226"	"FST"	"ENSDARG00000052846"	"fsta"
"58385"	"ENSG00000134363"	"ENST00000497789"	"FST"	"ENSDARG00000052846"	"fsta"
"58559"	"ENSG00000179218"	"ENST00000587486"	"CALR"	"ENSDARG00000076290"	"calr"
"58560"	"ENSG00000179218"	"ENST00000316448"	"CALR"	"ENSDARG00000076290"	"calr"
"58561"	"ENSG00000179218"	"ENST00000590325"	"CALR"	"ENSDARG00000076290"	"calr"
"58562"	"ENSG00000179218"	"ENST00000588454"	"CALR"	"ENSDARG00000076290"	"calr"
"58563"	"ENSG00000179218"	"ENST00000586760"	"CALR"	"ENSDARG00000076290"	"calr"
"58564"	"ENSG00000179218"	"ENST00000586803"	"CALR"	"ENSDARG00000076290"	"calr"
"58565"	"ENSG00000179218"	"ENST00000586967"	"CALR"	"ENSDARG00000076290"	"calr"
"58686"	"ENSG00000039068"	"ENST00000261769"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58687"	"ENSG00000039068"	"ENST00000566612"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58688"	"ENSG00000039068"	"ENST00000422392"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58689"	"ENSG00000039068"	"ENST00000566510"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58690"	"ENSG00000039068"	"ENST00000562836"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58691"	"ENSG00000039068"	"ENST00000564676"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58692"	"ENSG00000039068"	"ENST00000564745"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58693"	"ENSG00000039068"	"ENST00000561751"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58694"	"ENSG00000039068"	"ENST00000567320"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58695"	"ENSG00000039068"	"ENST00000565810"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58696"	"ENSG00000039068"	"ENST00000562118"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58697"	"ENSG00000039068"	"ENST00000612417"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58698"	"ENSG00000039068"	"ENST00000621016"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58699"	"ENSG00000039068"	"ENST00000611625"	"CDH1"	"ENSDARG00000104332"	"cdh28"
"58700"	"ENSG00000039068"	"ENST00000261769"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58701"	"ENSG00000039068"	"ENST00000566612"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58702"	"ENSG00000039068"	"ENST00000422392"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58703"	"ENSG00000039068"	"ENST00000566510"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58704"	"ENSG00000039068"	"ENST00000562836"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58705"	"ENSG00000039068"	"ENST00000564676"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58706"	"ENSG00000039068"	"ENST00000564745"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58707"	"ENSG00000039068"	"ENST00000561751"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58708"	"ENSG00000039068"	"ENST00000567320"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58709"	"ENSG00000039068"	"ENST00000565810"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58710"	"ENSG00000039068"	"ENST00000562118"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58711"	"ENSG00000039068"	"ENST00000612417"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58712"	"ENSG00000039068"	"ENST00000621016"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58713"	"ENSG00000039068"	"ENST00000611625"	"CDH1"	"ENSDARG00000035796"	"cdh31"
"58714"	"ENSG00000039068"	"ENST00000261769"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58715"	"ENSG00000039068"	"ENST00000566612"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58716"	"ENSG00000039068"	"ENST00000422392"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58717"	"ENSG00000039068"	"ENST00000566510"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58718"	"ENSG00000039068"	"ENST00000562836"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58719"	"ENSG00000039068"	"ENST00000564676"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58720"	"ENSG00000039068"	"ENST00000564745"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58721"	"ENSG00000039068"	"ENST00000561751"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58722"	"ENSG00000039068"	"ENST00000567320"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58723"	"ENSG00000039068"	"ENST00000565810"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58724"	"ENSG00000039068"	"ENST00000562118"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58725"	"ENSG00000039068"	"ENST00000612417"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58726"	"ENSG00000039068"	"ENST00000621016"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58727"	"ENSG00000039068"	"ENST00000611625"	"CDH1"	"ENSDARG00000058546"	"si:dkey-30c15.12"
"58728"	"ENSG00000039068"	"ENST00000261769"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58729"	"ENSG00000039068"	"ENST00000566612"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58730"	"ENSG00000039068"	"ENST00000422392"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58731"	"ENSG00000039068"	"ENST00000566510"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58732"	"ENSG00000039068"	"ENST00000562836"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58733"	"ENSG00000039068"	"ENST00000564676"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58734"	"ENSG00000039068"	"ENST00000564745"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58735"	"ENSG00000039068"	"ENST00000561751"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58736"	"ENSG00000039068"	"ENST00000567320"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58737"	"ENSG00000039068"	"ENST00000565810"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58738"	"ENSG00000039068"	"ENST00000562118"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58739"	"ENSG00000039068"	"ENST00000612417"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58740"	"ENSG00000039068"	"ENST00000621016"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58741"	"ENSG00000039068"	"ENST00000611625"	"CDH1"	"ENSDARG00000104440"	"cdh30"
"58742"	"ENSG00000039068"	"ENST00000261769"	"CDH1"	"ENSDARG00000102750"	"cdh1"
"58743"	"ENSG00000039068"	"ENST00000566612"	"CDH1"	"ENSDARG00000102750"	"cdh1"
"58744"	"ENSG00000039068"	"ENST00000422392"	"CDH1"	"ENSDARG00000102750"	"cdh1"
"58745"	"ENSG00000039068"	"ENST00000566510"	"CDH1"	"ENSDARG00000102750"	"cdh1"
"58746"	"ENSG00000039068"	"ENST00000562836"	"CDH1"	"ENSDARG00000102750"	"cdh1"
"58747"	"ENSG00000039068"	"ENST00000564676"	"CDH1"	"ENSDARG00000102750"	"cdh1"
"58748"	"ENSG00000039068"	"ENST00000564745"	"CDH1"	"ENSDARG00000102750"	"cdh1"
"58749"	"ENSG00000039068"	"ENST00000561751"	"CDH1"	"ENSDARG00000102750"	"cdh1"
"58750"	"ENSG00000039068"	"ENST00000567320"	"CDH1"	"ENSDARG00000102750"	"cdh1"
"58751"	"ENSG00000039068"	"ENST00000565810"	"CDH1"	"ENSDARG00000102750"	"cdh1"
"58752"	"ENSG00000039068"	"ENST00000562118"	"CDH1"	"ENSDARG00000102750"	"cdh1"
"58753"	"ENSG00000039068"	"ENST00000612417"	"CDH1"	"ENSDARG00000102750"	"cdh1"
